labels,text,text_hi,text_bn,text_pa,text_mr,text_ur,text_es,text_fr,text_de,text_ar,text_ru,text_zh,text_pt,text_id,text_tr
ham,Friends that u can stay on fb chat with,मित्र जो यूबी चैट के साथ रह सकते हैं,যে বন্ধুদের সাথে আপনি fb চ্যাটে থাকতে পারেন,ਫੈਟ ਫੈਟ ਫੈਟ ਫੈਟ ਫੈਟ ਫੈਟ ਫੈਟ ਫੈਟ,मित्र जे आपण फॅबमध्ये राहू शकता,دوستوں کے ساتھ آپ FB چیٹ پر رہ سکتے ہیں,Amigos con los que puedes permanecer en el chat fb,Amis que u peut rester sur fb chat avec,"Freunde, die u auf fb-Chat mit bleiben kann",أصدقاء يمكنك البقاء على fb الدردشة مع,"Друзья, с которыми вы можете остаться на фб чате",朋友你可以留在FB聊天,Amigos que você pode ficar no fb chat com,Teman-teman yang dapat Anda tinggal di fb chat dengan,Arkadaşlarınızla fb sohbet edebilirsiniz.
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...","भाड़ में जाओ, मैं तुम्हें इतनी प्यारी याद आती है! मैं काश तुम यहाँ मेरे साथ सो रहे थे... मेरा बिस्तर इतना अकेला है... मैं अब सोने के लिए, मेरे प्यार के लिए...","আমি চাই আপনি আমার সাথে ঘুমাতে এখানে ছিলেন ... আমার বিছানা খুব একা ... আমি এখন ঘুমাতে যাচ্ছি ... আপনার স্বপ্ন দেখতে, আমার ভালোবাসা ...","Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ...","मला वाटत आहे की तुम्ही माझ्याबरोबर झोपण्यासाठी इथे आहात ... माझे बिस्तर इतके अकेले आहे ... मी आता जातो, झोपण्यासाठी ... तुझ्याबरोबर स्वप्न करा, माझे प्रेम ...",جھوٹ بیبی، میں آپ کو بہت پیار کرتا ہوں !!مجھے امید ہے کہ آپ میرے ساتھ سونے کے لئے یہاں تھے ...میرا بستر اتنا اکیلا ہے ... میں اب جا رہا ہوں، سونے کے لئے ... آپ کے بارے میں خواب دیکھنے کے لئے، میری محبت ...,"Fuck babe, yo te falta sooooo mucho !! me gustaría que estuvieras aquí para dormir conmigo ... mi cama es tan solitaria ... voy ahora, para dormir ... para sueñar contigo, mi amor ...","Putain bébé, tu me manques tellement!! J'aimerais que tu sois là pour coucher avec moi... Mon lit est si solitaire... Je vais maintenant, pour dormir... Pour rêver de toi, mon amour...","Ich wünschte, du wärst hier, um mit mir zu schlafen... Mein Bett ist so einsam... Ich gehe jetzt, um zu schlafen... Um von dir zu träumen, meine Liebe...",أتمنى أن تكون هنا للنوم معي ... سريري وحيد جدا ... أنا ذاهب الآن ، للنوم ... حلمك ، حبي ...,"Я хочу, чтобы вы были здесь, чтобы спать со мной... Моя кровать настолько одинокая... Я иду сейчас, чтобы спать... Я мечтаю о тебе, моя любовь...","他妈的宝贝,我很想念你!我希望你在这里和我一起睡觉......我的床很孤独......我现在去睡觉......梦见你,我的爱......","Quero que você esteja aqui para dormir comigo ... Minha cama é tão solitária ... Eu vou agora, para dormir ... Para sonhar com você, meu amor ...","Saya ingin Anda berada di sini untuk tidur dengan saya ... tempat tidur saya begitu kesepian ... saya pergi sekarang, untuk tidur ... untuk bermimpi tentang Anda, cinta saya ...","Çılgın bebek, seni çok özlüyorum !! umarım senin benimle uyumak için buradasın ... benim yatağım o kadar yalnız ... şimdi gidiyorum, uyumak için ... seninle rüya görmek için, benim aşkım ..."
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-","बहुत सरल है. प्यार भी सरल है. हंसना बहुत आसान है. प्रतियोगिता सरल है. लेकिन, 'एसम्पिली' बहुत मुश्किल है. सुबह: -","জীবন খুব সহজ, ভালোবাসা খুব সহজ, হাসি খুব সহজ, জিততে খুব সহজ, কিন্তু ‘সমাপ’ হতে খুবই কঠিন।","ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ, ਆਸਾਨ ਹੈ.","आयुष्य खूप सरल आहे, प्रेम खूप सरल आहे, हसणे खूप सरल आहे, जिंकणे खूप सरल आहे, पण 'सकेल' असणे खूप कठीण आहे.",زندگی بہت سادہ ہے ۔ محبت بھی سادہ ہے ۔ ہنستے بہت سادہ ہیں ۔ جیتنا بہت سادہ ہے ۔ لیکن ’سادہ‘ ہونا بہت مشکل ہے ۔,Vivir es muy sencillo... Amar es también sencillo... Rir es demasiado sencillo... Ganar es muy sencillo... Pero ser “simple” es muy difícil...,"Vivre est très simple.. Aimer est aussi simple.. Rire est trop simple.. Gagner est tooo simple.. Mais, être 'SIMPLE' est très difficile.. Gud nte.:-",Leben ist sehr einfach.. Liebe ist auch einfach.. Lachen ist zu einfach.. Gewinnen ist zuoo einfach.. Aber 'SIMPLE' zu sein ist sehr schwierig.. Gud nte.:-,"الحياة بسيطة جداً، الحب بسيط جداً، الضحك بسيط جداً، الفوز بسيط جداً، ولكن أن تكون ""بسيط جداً"" من الصعب جداً.",Жить очень просто... Любить тоже просто... Смеяться слишком просто... Победить очень просто... Но быть «простым» очень сложно...,"生活很简单,爱也很简单,笑也很简单,赢也很简单,但是,成为“简单”很困难。","Viver é muito simples, amar também é simples, rir é muito simples, ganhar é muito simples, mas ser simples é muito difícil.","Hidup sangat sederhana, cinta juga sederhana, ketawa terlalu sederhana, menang sangat sederhana, tapi menjadi 'SIMPLE' sangat sulit.",Yaşamak çok basit... Sevmek de basit... Gülmek de çok basit... Kazanmak çok basit... Ama ‘SIMPLE’ olmak çok zordur...
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,अमरीका में एक गुप्त प्रशंसाकर्ता है जो 2 देख रहा है U-BAR_ वे ROrwon जो इतनी खास फोन पर सोचता है,আপনি একটি গোপন প্রভু আছে যারা দেখছেন 2 সঙ্গে যোগাযোগ করুন U-খুঁজে দেখুন কে তারা R*reveal কে ভাবছেন UR এত বিশেষ কল 09058094599,You have a secret admirer who is looking 2 contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,तुमची एक गुप्त प्रशंसक आहे जो बघत आहे 2 संपर्क करा U-खोजणे कोणाला ते R*प्रकट करतात कोण वाटते UR इतके विशेष कॉल 09058094599,آپ کے پاس ایک خفیہ حوصلہ افزائی ہے جو دیکھ رہا ہے 2 کے ساتھ رابطہ کریں U سے پتہ لیں کہ وہ کون ہیں R*reveal جو سوچتا ہے کہ UR اتنا خاص کال 09058094599 پر,U tiene un admirador secreto que está mirando 2 ponerse en contacto con U-descubre quién son R*reveal que piensa que UR es tan especial-calla en 09058094599,U ont un admirateur secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09058094599,"U haben einen geheimen Verehrer, der sucht 2 machen Kontakt mit U-find heraus, wer sie R*enthüllen, der denkt UR so spezielle Anruf auf 09058094599",هل لديك المشجع السري الذي ينظر 2 الاتصال مع U-العثور على من هم R*إظهار الذين يعتقدون أن UR مكالمة خاصة على 09058094599,"У вас есть таинственный поклонник, который смотрит 2 связаться с U-открыть, кто они R*открыть, кто думает, что UR так специальный звонок на 09058094599",您有一个秘密的崇拜者谁正在寻找 2 联系 U 找出谁他们 R* 揭示谁认为 UR 如此特殊的电话 09058094599,Você tem um admirador secreto que está olhando 2 entrar em contato com U-encontrar quem eles R*reveal quem pensa que UR é tão especial-call em 09058094599,Anda memiliki pengagum rahasia yang sedang menonton 2 menghubungi U-menemukan siapa mereka R*reveal yang berpikir UR begitu istimewa panggilan di 09058094599,U'nun gizli bir hayranı var izliyor 2 ile iletişime geçin U'nun kim olduğunu keşfedin R'yi keşfedin kim UR'nun bu kadar özel olduğunu düşünüyor 09058094599
ham,"Ah, well that confuses things, doesn‘t it?","आह, अच्छी तरह से जो चीजों को उलझन में डालता है, है ना?","এটাই জিনিসগুলোকে বিভ্রান্ত করে, তাই না?","ਹੈ, ਹੈ, ਹੈ, ਹੈ, ਹੈ, ਹੈ, ਹੈ, ਹੈ, ਹੈ, ਹੈ?","हे काही गोष्टी विचारा करतात, नाही ना?",جی ہاں، یہ چیزیں پریشان کرتی ہیں، نہیں؟,"Bueno, eso confunde las cosas, ¿no?","Ah, et bien ça confond les choses, n'est-ce pas?","Ah, nun, das verwirrt die Dinge, nicht wahr?",أوه ، هذا يخلط الأشياء ، أليس كذلك؟,"Так что это заблуждает, не так ли?","好吧,这让事情混乱了,不是吗?","Isso confunde as coisas, não é mesmo?","Oh ya, itu membingungkan hal-hal, bukan?",Bu da şeyleri karıştırıyor değil mi?
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,500 मुक्त पाठ एमिमस. सिर्फ 8048 के लिए पाठ और हम अपने खाते का श्रेय देंगे,500 বিনামূল্যে টেক্সট msgs. শুধু টেক্সট ঠিক 80488 এবং আমরা আপনার অ্যাকাউন্ট ক্রেডিট করব,500 ਮੁਫ਼ਤ ਟਿੱਪਣੀ msgs. Just text ok to 80488 and we will credit your account,500 मुक्त टेक्स्ट msgs. फक्त टेक्स्ट ठीक 80488 आणि आम्ही तुमच्या खातेला क्रेडिट करणार,صرف متن ٹھیک ہے 80488 اور ہم آپ کے اکاؤنٹ کو کریڈٹ کریں گے,Sólo el texto está bien a 80488 y vamos a acreditar su cuenta,500 msgs texte gratuit. Il suffit de texte ok à 80488 et nous créditerons votre compte,500 Freitext msgs. Nur Text ok bis 80488 und wir werden Ihr Konto gutschreiben,500 نص مجاني msgs. مجرد نص على ما يرام إلى 80488 وسوف نعتمد حسابك,500 бесплатных текстовых мсг. Просто текст в порядке до 80488 и мы будем кредитировать ваш счет,500 免费文本 msgs. 只是文本OK到 80488 我们将信用您的帐户,500 msgs de texto grátis. simplesmente texto OK para 80488 e nós vamos acreditar sua conta,500 gratis teks msgs. hanya teks ok ke 80488 dan kami akan kredit akun Anda,500 ücretsiz metin msgs. Sadece metin ok 80488 ve hesabınızı kredi alacağız
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,हाय प्रिय मुझे फोन. मैं नहीं जानता कि आपकी समस्या क्या है. आप काम नहीं करना चाहते हैं या अगर आपके पास कम से कम कोई और समस्या है मुझे बताओ. अपने जवाब के लिए.,আমি জানি না কি আপনার সমস্যা. আপনি কাজ করতে চান না বা যদি আপনার কোন অন্য সমস্যা আছে তাহলে কমপক্ষে আমাকে বলুন. আপনার উত্তর জন্য আশা করি.,Hello Dear Call me its urgnt. I don't know what your problem. You don't want to work or if you have any other problem at least tell me. ਤੁਹਾਨੂੰ ਕੰਮ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ.,हाय प्रिय मला त्वरित कॉल करा. मला माहित नाही की तुमच्या समस्या काय आहे. आपण काम करत नाही किंवा आपण कोणत्याही अन्य समस्या आहे तर मला सांग.,میں نہیں جانتا کہ آپ کا مسئلہ کیا ہے.آپ کام نہیں کرنا چاہتے ہیں یا اگر آپ کو کوئی اور مسئلہ ہے تو کم از کم مجھے بتائیں.,Hola querido llame su urgente. no sé cuál es tu problema. no quieres trabajar o si tienes otro problema al menos me digas.,Bonjour Cher Appelez-moi son urgnt. Je ne sais pas quel est votre problème. Vous ne voulez pas travailler ou si vous avez un autre problème au moins me dire. Wating pour votre réponse.,"Hallo Liebe Rufen Sie mich seine urgnt. Ich weiß nicht, was Ihr Problem ist. Sie wollen nicht arbeiten oder wenn Sie ein anderes Problem haben, zumindest sagen Sie mir.",مرحبا عزيزي اتصل بي على وجه السرعة.أنا لا أعرف ما هي مشكلتك.أنت لا تريد أن تعمل أو إذا كان لديك أي مشكلة أخرى على الأقل أخبرني.,"Здравствуйте, дорогой звоните мне срочно. я не знаю, что ваша проблема. вы не хотите работать или если у вас есть какие-либо другие проблемы, по крайней мере, скажите мне.","你好,亲爱的打电话给我,我不知道你的问题是什么,你不想工作,或者如果你有其他问题,至少告诉我。",Não sei o que é seu problema. você não quer trabalhar ou se você tem outro problema pelo menos me diga.,Saya tidak tahu apa masalah Anda. Anda tidak ingin bekerja atau jika Anda memiliki masalah lain setidaknya beritahu saya.,Merhaba sevgili beni acil olarak arayın. sorununuz ne olduğunu bilmiyorum. çalışmak istemiyorsunuz ya da başka bir sorununuz varsa en azından bana söyleyin. cevabınız için sabırsızlanıyorum.
ham,Dear how you. Are you ok?,प्रिय तुम कैसे हो?,"ভালোবাসা, আপনি কি ঠিক?",ਪਸੰਦੀ ਹੈ ਕਿ ਕਿਸ ਹੈ. ਤੁਹਾਨੂੰ OK?,"कसे करायचा, कसे करायचा, कसे करायचा?",تمہارا کیا حال ہے؟ ٹھیک ہے؟,"Querido, ¿tú estás bien?",Ça va?,Alles in Ordnung?,عزيزي كيف أنت؟ هل أنت بخير؟,"Дорогие, как вы себя чувствуете, вы в порядке?","亲爱的,你好吗?","Querido como você, você está bem?","Sayang, kau baik-baik saja?",Sevgili arkadaşlar iyi misin?
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",आप को 1 में रहने के लिए चुना गया है 250 शीर्ष ब्रिटिश होटलों में - नहीं के लिए!,"আপনি ব্রিটিশ শীর্ষ 250 হোটেলগুলির মধ্যে 1 অবস্থান করার জন্য নির্বাচিত হয়েছেন - কোনও জন্য! ছুটির মূল্য £ 350! দাবি, কল লন্ডন 02072069400. Bx 526, SW73SS","You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS","तुम्ही 1 च्या 250 सर्वोत्तम ब्रिटिश हॉटेलमध्ये राहण्यासाठी चुनिंदा केली आहे - ना! हॉटेल £ 350 ला आहे! दावा करा, कॉल लंडन 02072069400.",آپ کو برطانیہ کے سب سے اوپر 250 ہوٹلوں میں رہنے کے لئے منتخب کیا گیا ہے - کچھ بھی نہیں! تعطیلات £ 350 کے قابل ہیں!,"Usted ha sido seleccionado para quedarse en 1 de los 250 mejores hoteles británicos - POR NUNCA! vacaciones Vale £ 350! Para reclamar, llame Londres 02072069400. Bx 526, SW73SS","Vous avez été sélectionné pour séjourner dans 1 des 250 meilleurs hôtels britanniques - FOR NOTHING! Holiday Worth £350! Pour réclamer, appelez Londres 02072069400. Bx 526, SW73SS","Sie wurden ausgewählt, um in 1 von 250 Top-British Hotels zu bleiben - FÜR NICHTS! Holiday Wert £350! To Claim, Call London 02072069400. Bx 526, SW73SS","تم اختيارك للإقامة في 1 من أفضل 250 فندق بريطاني - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400.","Вы выбраны, чтобы остановиться в 1 из 250 лучших британских отелей - ЗА НИЧЕГО! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS","您已被选中住在 250 家英国顶级酒店之一 - FOR NOTHING! 假期价值 350 英镑! To Claim, Call London 02072069400. Bx 526, SW73SS","Você foi escolhido para ficar em 1 dos 250 melhores hotéis britânicos - POR NUNCA! férias Vale £ 350! Para reivindicar, Chame Londres 02072069400. Bx 526, SW73SS","Anda telah dipilih untuk menginap di 1 dari 250 hotel Inggris teratas - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS","En iyi 250 İngiltere otellerinden 1'de kalmak için seçilmiştir - NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Yes princess! I want to make you happy...,मैं तुम्हें खुश करना चाहते हैं...,হ্যাঁ প্রিন্সেস! আমি আপনাকে সুখী করতে চাই...,ਬੁਨਿਆਦੀ ਬੁਨਿਆਦੀ ਬੁਨਿਆਦੀ ਬੁਨਿਆਦੀ,"प्रिंसिपल, मी तुला खुश करायचा...",جی ہاں شہزادی!میں آپ کو خوش کرنا چاہتا ہوں ...,"¡Ya, princesa! quiero que te hagan feliz...",Je veux te rendre heureuse...,"Ja, Prinzessin, ich will dich glücklich machen.",نعم يا أميرة، أريد أن أجعلك سعيدا...,"Да, принцесса, я хочу, чтобы ты был счастлив...","是的,公主!我想让你快乐......",Eu quero te fazer feliz...,Ya putri! aku ingin membuatmu bahagia...,Evet prenses! seni mutlu etmek istiyorum...
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,क्या आप अगले हफ्ते रात के खाने की तारीख पर जाना चाहेंगे?,মনে হয় আপনি অনেক দক্ষতা আছে! আপনি আগামী সপ্তাহে একটি ডিনার ডেটাতে যেতে চান?,"ਆਸਾਨ ਹੈ, ਜੋ ਕਿ ਤੁਹਾਨੂੰ ਬਹੁਤ ਸਾਰੇ ਟੈਟੂ ਹੈ! ਤੁਹਾਨੂੰ ਅਗਲੇ ਮਹੀਨੇ ਇੱਕ ਡਿਜ਼ਾਈਨ ਟੈਟੂ ਕਰਨ ਲਈ ਚਾਹੁੰਦੇ ਹੋ?","तुमच्याकडे अनेक ताकद आहेत, तर तुम्ही पुढच्या आठवड्यात एक शेतीवर जाणार आहात का?",ایسا لگتا ہے کہ آپ کے پاس بہت سے مہارت ہیں!آپ اگلے ہفتے ایک شام کی تاریخ میں جانے کے لئے چاہتے ہیں؟,Suena como si tengas muchos talentos! ¿le gustaría ir a una fecha de cena la próxima semana?,On dirait que vous avez beaucoup de talents! Voulez-vous aller à un rendez-vous de dîner la semaine prochaine?,"Klingt, als hättest du viele Talente! Möchtest du nächste Woche zu einem Dinner-Date gehen?",يبدو وكأنه لديك الكثير من المواهب!هل ترغب في الذهاب إلى موعد العشاء الأسبوع المقبل؟,"Звучит так, как будто у вас много талантов! хотелось бы пойти на ужин на следующей неделе?",听起来像你有很多天赋!你想去下周晚餐约会吗?,Parece que você tem muitos talentos! você gostaria de ir para uma data de jantar na próxima semana?,Suara seperti Anda memiliki banyak bakat! apakah Anda ingin pergi pada tanggal makan malam minggu depan?,Birçok yetenek var gibi geliyor! önümüzdeki hafta bir akşam yemeğine gitmek ister misiniz?
ham,I am going to film 2day da. At 6pm. Sorry da.,मैं फिल्म 2 दिन डा. 6 बजे। क्षमा करें।,চলচ্চিত্রে চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র চলচ্চিত্র,ਮੈਨੂੰ 2 ਦਿਨ 'ਤੇ ਫਿਲਮ ਹੋ ਜਾਵੇਗਾ. 'ਤੇ 6pm. Sorry yes.,मी दोन दिवसांचा चित्रपट प्रदर्शित करणार आहे. 6 वाजता माफ करतो.,میں 2 دن کے لئے فلم میں جا رہا ہوں۔ 6 بجے۔ معذرت۔,Voy a filmar 2 días a las 6 de la mañana.,Je vais filmer 2 jours à 18 h. Désolé.,Ich gehe zu Film 2day da. Um 18 Uhr. Sorry da.,فيديوهات متعلقة بـ “ الساعة السادسة صباحا ” عذرا,Я пойду в кино 2 дня да. в 6pm.,"我要去看电影2天早上6点,对不起。","Estou indo para o filme no dia 2 da tarde, às 6h.",Saya akan film 2 hari ya. pukul 6 petang. maaf ya.,2 günde 6'da film izleyeceğim özür dilerim.
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,हम पहले से ही फिल्म नहीं देख रहे हैं। Xy चाहता है 2 दुकान तो मैं उसे अब खरीदारी कर रहा हूँ।,"আমরা এখন চলচ্চিত্র দেখছি না. Xy 2 দোকান চাই, তাই আমি এখন তার দোকান করছি।","ਸਾਨੂੰ ਹੁਣੇ ਹੀ ਫਿਲਮ ਨਾ ਕਰਦੇ ਹਨ. Xy 2 ਵਪਾਰ ਲਈ ਚਾਹੁੰਦੇ ਹਨ, so I'm shopping in her now.",आम्ही आता चित्रपट बघत नाही. Xy 2 दुकाने चाहता आहे म्हणून मी आता तिच्या दुकाने जातो.,ہم ابھی فلم نہیں دیکھتے. Xy 2 دکان چاہتا ہے لہذا میں اب اس میں خرید رہا ہوں.,"No estamos mirando la película ya. Xy quiere 2 tiendas, así que estoy comprando en ella ahora.","Xy veut 2 boutiques, alors je lui fais des courses.","Xy will 2 Geschäfte, also kaufe ich sie jetzt ein.",نحن لا ننظر إلى الفيلم بالفعل. Xy يريد 2 متجر لذلك أنا التسوق لها الآن.,"Мы уже не смотрим фильм. Xy хочет 2 магазина, поэтому я покупаю в ней сейчас.","我们还没有看电影,Xy想要2个商店,所以我现在在她购物。","Xy quer 2 lojas, então eu estou fazendo compras com ela agora.",Kami tidak menonton film sudah. Xy ingin 2 toko jadi saya sedang berbelanja di dia sekarang.,Biz film izlemiyoruz zaten. Xy 2 mağaza istiyor bu yüzden şimdi ona alışveriş yapıyorum.
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,"नमस्कार मेरी छोटी पार्टी के जानवर! मैं सिर्फ आप अपने दोस्तों के साथ थे के रूप में आप के रूप में परेशान कर रहे थे... ""* prininins...... याद दिलाने के लिए आप प्यार किया गया था और एक बेकार चुंबन भेजने के लिए",আমি শুধু ভাবতাম যে আপনি আপনার বন্ধুদের সাথে ছিলেন ...*grins*... আপনাকে ভালোবাসা মনে করি এবং একটি নৌলিক প্রিয় কুকুর পাঠান,Hello my little party animal! I just thought I would buzz you as you were with your friends...*grins*... ਤੁਹਾਨੂੰ ਪਸੰਦ ਕੀਤਾ ਗਿਆ ਹੈ ਅਤੇ ਇੱਕ naughty adoring kiss அனுப்புகிறேன்,"हाय, माझ्या छोट्या पार्टी पालक! मी बस विचारले की मी तुला बकवास करणार आहे जेव्हा तू तुझ्या मित्रांसोबत होता ...*grins*... तुला प्रेमात होता हे आठवते आणि एक अशुभ प्रसन्न चुंबन पाठवतो",ہیلو میری چھوٹی پارٹی جانور!میں نے صرف سوچا کہ میں آپ کے دوستوں کے ساتھ تھا کے طور پر آپ کو بوسہ دیا جائے گا ...*grins*... یاد آتا ہے کہ آپ کو پیار کیا گیا تھا اور ایک ناخوشگوار عبادت بوسہ بھیجیں,Hola mi pequeño animal de fiesta!Sólo pensé que te bautizaría como si estuvieras con tus amigos...*grins*...Recuerda que te amaban y envía un bautizo adorable,Bonjour mon petit animal de fête! Je pensais juste que je te bourdonnerais comme tu étais avec tes amis...*grins*... te rappeler que tu étais aimé et envoyer un baiser coquin,"Hallo mein kleines Partytier! Ich dachte nur, ich würde dich so bumsen, wie du mit deinen Freunden warst...*grins*... Erinnern Sie sich, dass Sie geliebt wurden und senden Sie einen frechen götzenden Kuss",مرحبا حيوان الحفلة الصغير!فكرت فقط أنني سأضربك كما كنت مع أصدقائك ...*grins*...تذكيرك كنت محبوبا وإرسال قبلة عزيزة,"Здравствуйте, мой маленький партийный животный! я просто думал, что я поцелую вас, как вы были с вашими друзьями ...*grins*... Помните, что вы были любимы и посылают глупый поцелуй поклонения","你好,我的小派对动物!我只是想我会像你和你的朋友一样亲吻你............回忆你被爱,发送一个无奈的崇拜亲吻。",Olá meu pequeno animal de festa! eu só pensei que eu te beijaria como você estava com seus amigos...*grins*... Lembrando-se de que você foi amado e enviando um beijo adorante naudo,Hello my little party animal! saya hanya berpikir saya akan mencium Anda seperti Anda bersama teman-teman Anda ...*grins*... Ingat Anda dicintai dan mengirimkan ciuman penyembahan yang dahsyat,Merhaba küçük parti hayvanım!Seni arkadaşlarınızla olduğu gibi öpüşeceğimi düşündüm...Seni sevdiğinizi hatırlayın ve bir öpücük öpücük gönderin
ham,Yesterday its with me only . Now am going home.,कल मेरे साथ केवल. अब घर जा रहा हूँ.,"গতকাল শুধু আমার সাথে ছিল, এখন আমি বাড়ি ফিরে যাব।",ਪਿਛਲੇ ਮਹੀਨੇ 'ਤੇ ਸਿਰਫ ਮੈਨੂੰ 'ਤੇ ਹੈ. ਹੁਣ ਮੈਨੂੰ ਮਹੀਨੇ 'ਤੇ ਹੈ.,"आज मी माझ्याबरोबर आहे, आज मी घरी जातो.",آج میں تمہارے ساتھ رہتا ہوں۔ آج میں تمہارے ساتھ رہتا ہوں۔,Ayer fue solo conmigo.Ahora me voy a casa.,Hier c'est seulement avec moi. Maintenant je rentre à la maison.,Gestern ist es nur mit mir. Jetzt gehe ich nach Hause.,أردت أن أكون معك؟ أردت أن أكون معك؟ أردت أن أكون معك؟ أردت أن أكون معك؟ أردت أن أكون معك.,Вчера она была только со мной. - Теперь я уезжаю домой.,"昨天和我在一起,现在我要回家了。","Ontem foi só comigo, agora vou para casa.",Semalam hanya dengan saya. sekarang saya akan pulang.,Dün sadece benimle. şimdi eve gidiyorum.
